question,answer,source,q_char_len,a_char_len,q_word_len,a_word_len,question_norm,category
"My 4-year-old daughter has red, inflamed skin after playing in the sun. What should I do?","Children are especially sensitive to sunburn and need immediate care. First, take her indoors or into a shaded area. Apply a cool (not cold) compress or give her a cool bath to soothe the skin, making sure not to burst any blisters. Give her lots of cool fluids to prevent dehydration. Avoid further sun exposure and ensure she wears loose clothing. If she has blisters or seems distressed, contact a healthcare provider immediately.",FirstAidQA,89,433,16,73,"my 4-year-old daughter has red, inflamed skin after playing in the sun. what should i do?",burns
What should I do if someone has a swollen ear after an injury?,"If someone has a swollen ear after an injury, apply a cold compress to reduce swelling. Avoid touching or manipulating the ear, and seek medical attention immediately to assess for potential internal injuries, including a ruptured eardrum or damage to the ear canal.",FirstAidQA,62,266,13,43,what should i do if someone has a swollen ear after an injury?,other
Is it helpful to elevate the legs of a conscious stroke victim?,"No. Elevating the legs may increase intracranial pressure, which can worsen a stroke. Instead, keep the person’s head and upper body slightly elevated to promote cerebral blood flow and reduce the risk of airway compromise.",FirstAidQA,63,223,12,35,is it helpful to elevate the legs of a conscious stroke victim?,stroke
What’s the reason for wiping secretions from a stroke victim's mouth?,"Secretions can block the airway or be aspirated into the lungs, leading to respiratory complications. Gently wiping them away helps keep the airway clear and improves comfort and safety until medical help arrives.",FirstAidQA,69,213,11,33,what’s the reason for wiping secretions from a stroke victim's mouth?,stroke
What role does stress play in causing a heart attack?,"Stress can contribute to heart attacks by raising blood pressure and increasing the levels of stress hormones like adrenaline, which can strain the heart. Chronic stress may lead to unhealthy behaviors like poor diet, smoking, and lack of exercise, which increase the overall risk of heart disease and heart attacks.",FirstAidQA,53,316,10,50,what role does stress play in causing a heart attack?,heart_attack
What are the immediate steps if a child gets a large bruise on their leg?,"First, check for signs of fractures or sprains. Immobilize the leg with a cushion or soft support to avoid further injury. Apply an ice pack wrapped in a cloth to reduce swelling. Elevate the leg and monitor for changes in skin color or pain. If the bruise is large or there’s significant pain, seek medical attention.",FirstAidQA,73,318,15,56,what are the immediate steps if a child gets a large bruise on their leg?,fracture
How can I temporarily splint the knocked-out tooth in place?,You can temporarily splint the tooth by molding a piece of aluminium foil over the tooth and the two adjacent teeth. The casualty should bite down gently to hold the foil in place.,FirstAidQA,60,180,10,33,how can i temporarily splint the knocked-out tooth in place?,fracture
What should I do if the victim has a history of allergic reactions but has not shown any signs of one yet?,"If the victim has a history of allergic reactions but has not shown any signs yet, proceed with pressure immobilization as usual. Be prepared to administer antihistamines or epinephrine if they begin showing signs of an allergic reaction. Keep the victim calm, monitor their condition, and call for emergency medical help.",FirstAidQA,106,322,22,51,what should i do if the victim has a history of allergic reactions but has not shown any signs of one yet?,allergies
What should you do if a person becomes unconscious after inhaling fumes from a fire?,"If a person becomes unconscious after inhaling fumes from a fire, move them to fresh air immediately. Check their airway, breathing, and pulse. If necessary, begin CPR and place the person in the lateral position. Seek urgent medical help to treat potential smoke inhalation injuries.",FirstAidQA,84,284,15,45,what should you do if a person becomes unconscious after inhaling fumes from a fire?,cpr
What is the first step when dealing with a casualty who is unconscious and has vomited?,"If the casualty is unconscious and has vomited, place them in the side position to allow the vomit to drain and prevent aspiration. Once the airway is clear, check for breathing and pulse. If they are not breathing, begin CPR.",FirstAidQA,87,226,16,40,what is the first step when dealing with a casualty who is unconscious and has vomited?,cpr
Can a tick bite cause a person to develop a fever?,"Yes, a tick bite can cause a person to develop a fever, especially if the tick is carrying a disease like Lyme disease or Rocky Mountain spotted fever. If you develop a fever along with other symptoms such as fatigue, rash, or joint pain after a tick bite, seek medical attention immediately.",FirstAidQA,50,292,11,52,can a tick bite cause a person to develop a fever?,other
